map,tier,hero,delta_wr,delta_pr,presence,archetype,rank_comparison,sample_size
colosseo,B,mercy,0.79,-0.32,Standard (-0.3%),Neutral,Better in Masters,43
colosseo,B,mizuki,-0.05,1.11,Popular (+1.1%),Neutral,Even Across Ranks,44
colosseo,C,moira,-1.71,0.22,Standard (+0.2%),Unfavorable,Better in Masters,43
colosseo,D,orisa,-3.12,-0.07,Standard (-0.1%),Deterrent,Even Across Ranks,43
colosseo,C,pharah,-1.28,-0.2,Standard (-0.2%),Unfavorable,Better in Masters,44
colosseo,C,ramattra,-2.99,-0.67,Standard (-0.7%),Deterrent,Even Across Ranks,42
colosseo,C,reaper,-1.52,-0.78,Standard (-0.8%),Deterrent,Better in Masters,44
colosseo,S,reinhardt,4.98,0.31,Standard (+0.3%),Favorable,Better in GM+,43
colosseo,B,roadhog,-0.13,-0.08,Standard (-0.1%),Neutral,Even Across Ranks,43
colosseo,B,shion,1.04,4.35,Map Priority (+4.4%),Neutral,Even Across Ranks,20
colosseo,C,sierra,-1.29,-0.04,Standard (-0.0%),Unfavorable,Even Across Ranks,28
colosseo,D,sigma,-3.93,-2.78,Niche (-2.8%),Deterrent,Even Across Ranks,44
colosseo,A,sojourn,1.79,3.34,Map Priority (+3.3%),Meta,Even Across Ranks,44
colosseo,B,soldier76,0.87,1.24,Popular (+1.2%),Neutral,Better in GM+,44
colosseo,B,sombra,-0.68,0.7,Standard (+0.7%),Neutral,Better in GM+,44
colosseo,D,symmetra,-3.32,-0.96,Standard (-1.0%),Deterrent,Even Across Ranks,40
colosseo,A,torbjorn,2.85,-0.2,Standard (-0.2%),Specialist,Better in GM+,43
colosseo,A,tracer,2.04,5.49,Map Priority (+5.5%),Meta,Even Across Ranks,44
colosseo,S,vendetta,3.65,0.01,Standard (+0.0%),Favorable,Better in GM+,39
colosseo,B,venture,-0.34,-0.24,Standard (-0.2%),Neutral,Better in Masters,44
colosseo,D,widowmaker,-5.0,-1.48,Niche (-1.5%),Deterrent,Even Across Ranks,44
colosseo,A,winston,1.2,0.01,Standard (+0.0%),Favorable,Even Across Ranks,44
colosseo,B,wreckingball,0.92,1.16,Popular (+1.2%),Neutral,Better in Masters,44
colosseo,A,wuyang,1.27,0.71,Standard (+0.7%),Favorable,Even Across Ranks,44
colosseo,B,zarya,0.58,-0.22,Standard (-0.2%),Neutral,Better in GM+,44
colosseo,B,zenyatta,0.81,-1.62,Niche (-1.6%),Neutral,Better in GM+,44
dorado,S,ana,4.53,8.38,Map Priority (+8.4%),Meta,Even Across Ranks,44
dorado,B,anran,-0.51,-0.47,Standard (-0.5%),Neutral,Better in GM+,42
dorado,S,ashe,4.14,6.61,Map Priority (+6.6%),Meta,Better in GM+,44
dorado,D,baptiste,-4.21,-0.74,Standard (-0.7%),Deterrent,Even Across Ranks,43
dorado,C,bastion,-2.0,0.33,Standard (+0.3%),Unfavorable,Even Across Ranks,42
dorado,B,brigitte,0.0,3.47,Map Priority (+3.5%),Neutral,Better in GM+,44
dorado,B,cassidy,-0.69,-1.24,Niche (-1.2%),Neutral,Even Across Ranks,44
dorado,S,dmon,6.58,-3.04,Niche (-3.0%),Specialist,Better in GM+,8
dorado,D,domina,-6.61,-1.5,Niche (-1.5%),Deterrent,Better in Masters,39
dorado,S,doomfist,3.11,0.42,Standard (+0.4%),Favorable,Better in GM+,43
dorado,A,dva,1.6,3.24,Map Priority (+3.2%),Meta,Even Across Ranks,44
dorado,S,echo,4.5,5.04,Map Priority (+5.0%),Meta,Even Across Ranks,44
dorado,C,emre,-1.27,-0.61,Standard (-0.6%),Unfavorable,Even Across Ranks,44
dorado,B,freja,0.13,1.87,Popular (+1.9%),Neutral,Even Across Ranks,43
dorado,B,genji,-0.02,2.48,Popular (+2.5%),Neutral,Even Across Ranks,43
dorado,B,hanzo,0.05,-0.56,Standard (-0.6%),Neutral,Even Across Ranks,44
dorado,C,hazard,-2.06,2.37,Popular (+2.4%),Trap Pick,Even Across Ranks,43
dorado,B,illari,-0.43,1.54,Popular (+1.5%),Neutral,Better in Masters,44
dorado,B,jetpackcat,-0.09,1.68,Popular (+1.7%),Neutral,Even Across Ranks,44
dorado,D,junkerqueen,-7.49,-1.49,Niche (-1.5%),Deterrent,Even Across Ranks,33
dorado,D,junkrat,-3.05,0.6,Standard (+0.6%),Unfavorable,Better in Masters,42
dorado,B,juno,-0.32,-1.97,Niche (-2.0%),Neutral,Even Across Ranks,40
dorado,C,kiriko,-2.79,-2.69,Niche (-2.7%),Deterrent,Even Across Ranks,44
dorado,A,lifeweaver,2.88,1.56,Popular (+1.6%),Meta,Even Across Ranks,42
dorado,D,lucio,-5.66,-4.47,Niche (-4.5%),Deterrent,Even Across Ranks,41
dorado,B,mauga,0.84,-1.1,Niche (-1.1%),Neutral,Better in GM+,42
dorado,C,mei,-1.28,-0.87,Standard (-0.9%),Unfavorable,Better in GM+,44
dorado,B,mercy,-0.56,2.42,Popular (+2.4%),Neutral,Better in Masters,44
dorado,C,mizuki,-1.22,-2.24,Niche (-2.2%),Unfavorable,Better in GM+,44
dorado,B,moira,-1.06,-1.98,Niche (-2.0%),Neutral,Even Across Ranks,42
dorado,D,orisa,-4.89,-3.1,Niche (-3.1%),Deterrent,Even Across Ranks,43
dorado,A,pharah,2.47,-0.09,Standard (-0.1%),Specialist,Better in Masters,42
dorado,D,ramattra,-7.55,-2.55,Niche (-2.6%),Deterrent,Even Across Ranks,25
dorado,B,reaper,0.56,1.79,Popular (+1.8%),Neutral,Better in GM+,44
dorado,C,reinhardt,-2.77,-2.38,Niche (-2.4%),Deterrent,Even Across Ranks,41
dorado,D,roadhog,-3.25,0.78,Standard (+0.8%),Unfavorable,Even Across Ranks,43
dorado,B,shion,0.55,-5.02,Niche (-5.0%),Neutral,Better in GM+,20
dorado,C,sierra,-1.87,0.14,Standard (+0.1%),Unfavorable,Better in Masters,28
dorado,D,sigma,-8.06,-4.42,Niche (-4.4%),Deterrent,Even Across Ranks,44
dorado,D,sojourn,-3.55,-9.1,Niche (-9.1%),Deterrent,Better in Masters,44
dorado,B,soldier76,0.88,0.45,Standard (+0.4%),Neutral,Even Across Ranks,44
dorado,C,sombra,-1.41,-0.01,Standard (-0.0%),Unfavorable,Even Across Ranks,42
dorado,C,symmetra,-2.54,-0.69,Standard (-0.7%),Deterrent,Even Across Ranks,43
dorado,D,torbjorn,-3.39,-0.08,Standard (-0.1%),Deterrent,Even Across Ranks,41
dorado,C,tracer,-1.41,-1.65,Niche (-1.6%),Unfavorable,Even Across Ranks,44
dorado,C,vendetta,-1.72,-0.2,Standard (-0.2%),Deterrent,Better in Masters,40
dorado,A,venture,2.55,-0.18,Standard (-0.2%),Specialist,Better in GM+,42
dorado,D,widowmaker,-4.49,-0.38,Standard (-0.4%),Deterrent,Even Across Ranks,44
dorado,S,winston,4.18,13.38,Map Priority (+13.4%),Meta,Even Across Ranks,44
dorado,S,wreckingball,5.43,0.91,Standard (+0.9%),Favorable,Better in Masters,43
dorado,A,wuyang,1.92,-2.87,Niche (-2.9%),Specialist,Even Across Ranks,44
dorado,D,zarya,-8.96,-3.33,Niche (-3.3%),Deterrent,Better in Masters,42
dorado,C,zenyatta,-1.55,-2.03,Niche (-2.0%),Deterrent,Better in Masters,44
eichenwalde,S,ana,5.56,4.46,Map Priority (+4.5%),Meta,Even Across Ranks,8
eichenwalde,D,anran,-14.98,-0.27,Standard (-0.3%),Deterrent,Better in Masters,7
eichenwalde,A,ashe,2.82,-1.37,Niche (-1.4%),Specialist,Better in Masters,8
eichenwalde,C,baptiste,-1.67,0.96,Standard (+1.0%),Unfavorable,Even Across Ranks,8
eichenwalde,B,bastion,-0.25,1.49,Popular (+1.5%),Neutral,Better in GM+,8
eichenwalde,D,brigitte,-6.07,-0.45,Standard (-0.5%),Deterrent,Better in Masters,7
eichenwalde,D,cassidy,-3.01,5.13,Map Priority (+5.1%),Trap Pick,Better in Masters,8
eichenwalde,S,dmon,4.63,2.48,Popular (+2.5%),Meta,Better in GM+,8
eichenwalde,A,domina,1.39,0.18,Standard (+0.2%),Favorable,Even Across Ranks,8
eichenwalde,B,doomfist,1.02,-1.27,Niche (-1.3%),Neutral,Better in GM+,8
eichenwalde,C,dva,-1.49,-1.01,Niche (-1.0%),Unfavorable,Better in Masters,8
eichenwalde,S,echo,5.15,4.57,Map Priority (+4.6%),Meta,Better in Masters,8
eichenwalde,D,emre,-5.92,-0.4,Standard (-0.4%),Deterrent,Better in Masters,8
eichenwalde,S,freja,3.28,-0.24,Standard (-0.2%),Specialist,Better in Masters,8
eichenwalde,C,genji,-2.88,1.1,Popular (+1.1%),Trap Pick,Better in Masters,8
eichenwalde,D,hanzo,-8.58,0.79,Standard (+0.8%),Unfavorable,Better in GM+,8
eichenwalde,S,hazard,3.83,-1.88,Niche (-1.9%),Specialist,Better in GM+,8
eichenwalde,A,illari,1.7,-0.19,Standard (-0.2%),Specialist,Better in GM+,8
eichenwalde,S,jetpackcat,5.72,0.7,Standard (+0.7%),Favorable,Better in Masters,8
eichenwalde,S,junkerqueen,7.92,-0.23,Standard (-0.2%),Specialist,Even Across Ranks,8
eichenwalde,S,junkrat,6.25,2.15,Popular (+2.1%),Meta,Better in GM+,8
eichenwalde,C,juno,-1.3,-0.53,Standard (-0.5%),Unfavorable,Better in GM+,8
eichenwalde,D,kiriko,-3.33,-2.74,Niche (-2.7%),Deterrent,Better in Masters,8
eichenwalde,S,lifeweaver,5.7,-1.4,Niche (-1.4%),Specialist,Better in GM+,8
eichenwalde,D,lucio,-6.03,-1.16,Niche (-1.2%),Deterrent,Better in Masters,8
eichenwalde,S,mauga,4.69,0.13,Standard (+0.1%),Favorable,Better in GM+,8
eichenwalde,S,mei,4.25,0.82,Standard (+0.8%),Favorable,Better in Masters,8
eichenwalde,A,mercy,2.34,1.09,Popular (+1.1%),Favorable,Even Across Ranks,7
eichenwalde,B,mizuki,-0.25,-0.89,Standard (-0.9%),Neutral,Even Across Ranks,8
eichenwalde,D,moira,-12.18,-0.71,Standard (-0.7%),Deterrent,Better in Masters,8
eichenwalde,A,orisa,2.25,2.39,Popular (+2.4%),Meta,Even Across Ranks,8
eichenwalde,A,pharah,2.31,2.71,Popular (+2.7%),Meta,Even Across Ranks,8
eichenwalde,S,ramattra,3.73,0.04,Standard (+0.0%),Favorable,Better in GM+,7
eichenwalde,D,reaper,-6.11,-0.82,Standard (-0.8%),Deterrent,Even Across Ranks,8
eichenwalde,D,reinhardt,-5.71,1.96,Popular (+2.0%),Trap Pick,Better in Masters,8
eichenwalde,S,roadhog,8.35,0.46,Standard (+0.5%),Favorable,Better in GM+,8
eichenwalde,D,shion,-3.88,-3.5,Niche (-3.5%),Deterrent,Better in Masters,8
eichenwalde,A,sierra,2.99,0.19,Standard (+0.2%),Favorable,Even Across Ranks,4
eichenwalde,B,sigma,0.97,-1.08,Niche (-1.1%),Neutral,Better in GM+,8
eichenwalde,B,sojourn,0.09,-5.4,Niche (-5.4%),Neutral,Better in GM+,8
eichenwalde,S,soldier76,8.04,-2.8,Niche (-2.8%),Specialist,Better in GM+,8
eichenwalde,S,sombra,5.29,-0.08,Standard (-0.1%),Specialist,Even Across Ranks,8
eichenwalde,D,symmetra,-9.3,-0.5,Standard (-0.5%),Deterrent,Better in Masters,7
eichenwalde,B,torbjorn,0.17,2.31,Popular (+2.3%),Neutral,Better in GM+,7
eichenwalde,S,tracer,4.21,-2.8,Niche (-2.8%),Specialist,Better in GM+,8
eichenwalde,B,vendetta,-1.09,0.03,Standard (+0.0%),Neutral,Better in Masters,7
eichenwalde,S,venture,8.34,0.51,Standard (+0.5%),Favorable,Better in GM+,8
eichenwalde,C,widowmaker,-1.49,-2.59,Niche (-2.6%),Unfavorable,Even Across Ranks,8
eichenwalde,D,winston,-3.38,-2.49,Niche (-2.5%),Deterrent,Better in GM+,8
eichenwalde,C,wreckingball,-2.27,-0.75,Standard (-0.8%),Deterrent,Better in Masters,8
eichenwalde,A,wuyang,1.85,0.63,Standard (+0.6%),Favorable,Better in GM+,8
eichenwalde,D,zarya,-11.45,1.36,Popular (+1.4%),Trap Pick,Better in Masters,8
eichenwalde,B,zenyatta,0.59,1.6,Popular (+1.6%),Neutral,Better in GM+,8
esperanca,C,ana,-2.02,-8.16,Niche (-8.2%),Deterrent,Even Across Ranks,44
esperanca,C,anran,-2.04,0.2,Standard (+0.2%),Unfavorable,Better in Masters,41
esperanca,B,ashe,-0.39,-4.02,Niche (-4.0%),Neutral,Even Across Ranks,43
esperanca,C,baptiste,-1.89,-2.69,Niche (-2.7%),Deterrent,Better in Masters,43
esperanca,B,bastion,0.83,-1.33,Niche (-1.3%),Neutral,Even Across Ranks,42
esperanca,B,brigitte,0.15,1.24,Popular (+1.2%),Neutral,Even Across Ranks,43
esperanca,B,cassidy,-0.76,3.11,Map Priority (+3.1%),Neutral,Even Across Ranks,44
esperanca,A,dmon,2.08,0.91,Standard (+0.9%),Favorable,Even Across Ranks,8
esperanca,D,domina,-3.66,-1.45,Niche (-1.4%),Deterrent,Even Across Ranks,42
esperanca,B,doomfist,-0.08,0.22,Standard (+0.2%),Neutral,Even Across Ranks,44
esperanca,C,dva,-2.14,1.48,Popular (+1.5%),Trap Pick,Even Across Ranks,43
esperanca,B,echo,0.69,0.56,Standard (+0.6%),Neutral,Better in GM+,44
esperanca,B,emre,0.53,0.64,Standard (+0.6%),Neutral,Better in Masters,44
esperanca,B,freja,-1.08,-1.13,Niche (-1.1%),Neutral,Better in GM+,41
esperanca,B,genji,0.58,-0.7,Standard (-0.7%),Neutral,Even Across Ranks,44
esperanca,A,hanzo,1.62,-3.33,Niche (-3.3%),Specialist,Even Across Ranks,41
esperanca,B,hazard,-0.06,1.78,Popular (+1.8%),Neutral,Even Across Ranks,43
esperanca,B,illari,-0.69,-0.79,Standard (-0.8%),Neutral,Even Across Ranks,44
esperanca,B,jetpackcat,0.28,1.36,Popular (+1.4%),Neutral,Even Across Ranks,44
esperanca,A,junkerqueen,2.21,0.85,Standard (+0.8%),Favorable,Better in GM+,42
esperanca,A,junkrat,1.76,-0.86,Standard (-0.9%),Specialist,Even Across Ranks,42
esperanca,C,juno,-2.17,1.61,Popular (+1.6%),Trap Pick,Better in Masters,43
esperanca,A,kiriko,1.77,7.6,Map Priority (+7.6%),Meta,Better in GM+,44
esperanca,B,lifeweaver,0.64,-0.69,Standard (-0.7%),Neutral,Better in Masters,42
esperanca,S,lucio,3.89,3.22,Map Priority (+3.2%),Meta,Better in GM+,44
esperanca,B,mauga,0.61,1.47,Popular (+1.5%),Neutral,Even Across Ranks,43
esperanca,A,mei,2.84,-1.38,Niche (-1.4%),Specialist,Even Across Ranks,43
esperanca,B,mercy,0.04,-0.68,Standard (-0.7%),Neutral,Better in Masters,42
esperanca,B,mizuki,0.47,1.16,Popular (+1.2%),Neutral,Even Across Ranks,44
esperanca,B,moira,0.93,0.86,Standard (+0.9%),Neutral,Better in GM+,44
esperanca,B,orisa,-0.93,-1.0,Standard (-1.0%),Neutral,Even Across Ranks,44
esperanca,B,pharah,-0.21,-0.85,Standard (-0.8%),Neutral,Even Across Ranks,42
esperanca,D,ramattra,-3.44,-1.56,Niche (-1.6%),Deterrent,Better in Masters,41
esperanca,B,reaper,1.08,-0.16,Standard (-0.2%),Neutral,Better in Masters,43
esperanca,A,reinhardt,1.87,-0.81,Standard (-0.8%),Specialist,Even Across Ranks,43
esperanca,B,roadhog,0.21,0.1,Standard (+0.1%),Neutral,Better in Masters,43
esperanca,B,shion,0.45,6.21,Map Priority (+6.2%),Neutral,Even Across Ranks,20
esperanca,B,sierra,-0.22,-0.3,Standard (-0.3%),Neutral,Better in Masters,27
esperanca,D,sigma,-5.78,-5.71,Niche (-5.7%),Deterrent,Better in Masters,44
esperanca,B,sojourn,0.05,0.24,Standard (+0.2%),Neutral,Even Across Ranks,44
esperanca,A,soldier76,2.31,3.8,Map Priority (+3.8%),Meta,Better in GM+,43
esperanca,B,sombra,0.87,0.89,Standard (+0.9%),Neutral,Even Across Ranks,42
esperanca,B,symmetra,0.22,-0.8,Standard (-0.8%),Neutral,Better in GM+,40
esperanca,A,torbjorn,1.31,-0.46,Standard (-0.5%),Favorable,Better in GM+,42
esperanca,B,tracer,-0.03,8.86,Map Priority (+8.9%),Neutral,Even Across Ranks,44
esperanca,A,vendetta,1.4,0.25,Standard (+0.2%),Favorable,Better in GM+,39
esperanca,A,venture,1.21,-0.33,Standard (-0.3%),Favorable,Even Across Ranks,40
esperanca,D,widowmaker,-15.95,-4.25,Niche (-4.3%),Deterrent,Even Across Ranks,41
esperanca,A,winston,2.49,3.64,Map Priority (+3.6%),Meta,Even Across Ranks,44
esperanca,B,wreckingball,0.73,1.78,Popular (+1.8%),Neutral,Even Across Ranks,44
esperanca,B,wuyang,0.53,-0.01,Standard (-0.0%),Neutral,Even Across Ranks,44
esperanca,C,zarya,-2.0,-1.29,Niche (-1.3%),Deterrent,Even Across Ranks,44
esperanca,C,zenyatta,-2.4,-3.81,Niche (-3.8%),Deterrent,Even Across Ranks,43
havana,A,ana,1.51,13.65,Map Priority (+13.6%),Meta,Better in Masters,43
havana,B,anran,-0.15,-0.96,Standard (-1.0%),Neutral,Better in GM+,40
havana,A,ashe,1.2,7.66,Map Priority (+7.7%),Favorable,Even Across Ranks,43
havana,A,baptiste,1.4,3.69,Map Priority (+3.7%),Favorable,Even Across Ranks,43
havana,A,bastion,1.42,1.0,Standard (+1.0%),Favorable,Even Across Ranks,41
havana,C,brigitte,-1.73,-4.28,Niche (-4.3%),Deterrent,Even Across Ranks,41
havana,C,cassidy,-2.11,-12.73,Niche (-12.7%),Deterrent,Better in GM+,43
havana,D,dmon,-9.21,-2.77,Niche (-2.8%),Deterrent,Better in Masters,7
havana,A,domina,2.94,4.8,Map Priority (+4.8%),Meta,Even Across Ranks,42
havana,D,doomfist,-3.2,-1.5,Niche (-1.5%),Deterrent,Better in GM+,43
havana,B,dva,-0.5,-1.64,Niche (-1.6%),Neutral,Better in GM+,43
havana,D,echo,-3.85,-3.88,Niche (-3.9%),Deterrent,Better in GM+,40
havana,B,emre,0.93,3.67,Map Priority (+3.7%),Neutral,Even Across Ranks,44
havana,B,freja,0.13,2.09,Popular (+2.1%),Neutral,Even Across Ranks,43
havana,B,genji,0.44,0.8,Standard (+0.8%),Neutral,Better in Masters,44
havana,B,hanzo,1.02,9.75,Map Priority (+9.7%),Neutral,Even Across Ranks,44
havana,D,hazard,-4.12,-5.28,Niche (-5.3%),Deterrent,Even Across Ranks,38
havana,A,illari,1.27,6.16,Map Priority (+6.2%),Favorable,Better in GM+,44
havana,D,jetpackcat,-6.18,-2.63,Niche (-2.6%),Deterrent,Better in Masters,43
havana,D,junkerqueen,-4.47,-1.77,Niche (-1.8%),Deterrent,Better in Masters,31
havana,C,junkrat,-1.64,-1.02,Niche (-1.0%),Deterrent,Better in Masters,42
havana,A,juno,1.42,-1.89,Niche (-1.9%),Favorable,Better in GM+,42
havana,D,kiriko,-3.14,-12.91,Niche (-12.9%),Deterrent,Better in Masters,44
havana,B,lifeweaver,1.04,1.2,Popular (+1.2%),Neutral,Even Across Ranks,42
havana,D,lucio,-8.57,-5.89,Niche (-5.9%),Deterrent,Even Across Ranks,40
havana,C,mauga,-2.28,-2.15,Niche (-2.2%),Deterrent,Even Across Ranks,41
havana,D,mei,-3.15,0.87,Standard (+0.9%),Unfavorable,Better in Masters,43
havana,B,mercy,0.2,1.91,Popular (+1.9%),Neutral,Even Across Ranks,42
havana,D,mizuki,-3.69,-5.11,Niche (-5.1%),Deterrent,Even Across Ranks,42
havana,C,moira,-1.26,-3.06,Niche (-3.1%),Unfavorable,Better in Masters,42
havana,A,orisa,1.42,0.26,Standard (+0.3%),Favorable,Even Across Ranks,43
havana,D,pharah,-4.24,-2.09,Niche (-2.1%),Deterrent,Better in GM+,42
havana,C,ramattra,-2.33,1.51,Popular (+1.5%),Trap Pick,Even Across Ranks,42
havana,C,reaper,-2.76,-4.23,Niche (-4.2%),Deterrent,Better in GM+,43
havana,D,reinhardt,-3.33,0.57,Standard (+0.6%),Unfavorable,Even Across Ranks,43
havana,B,roadhog,0.66,-1.85,Niche (-1.8%),Neutral,Better in GM+,43
havana,C,shion,-2.63,-9.76,Niche (-9.8%),Deterrent,Even Across Ranks,20
havana,S,sierra,3.5,1.37,Popular (+1.4%),Favorable,Even Across Ranks,31
havana,S,sigma,6.47,15.78,Map Priority (+15.8%),Meta,Better in Masters,43
havana,B,sojourn,0.22,6.74,Map Priority (+6.7%),Neutral,Better in Masters,44
havana,B,soldier76,1.17,-0.76,Standard (-0.8%),Neutral,Better in Masters,43
havana,B,sombra,-0.15,-0.2,Standard (-0.2%),Neutral,Better in GM+,42
havana,D,symmetra,-3.32,0.03,Standard (+0.0%),Unfavorable,Even Across Ranks,43
havana,B,torbjorn,-0.33,0.03,Standard (+0.0%),Neutral,Even Across Ranks,42
havana,B,tracer,0.96,-11.69,Niche (-11.7%),Neutral,Even Across Ranks,44
havana,D,vendetta,-3.28,-0.88,Standard (-0.9%),Deterrent,Better in GM+,29
havana,B,venture,-0.47,-0.66,Standard (-0.7%),Neutral,Better in Masters,41
havana,S,widowmaker,6.05,11.95,Map Priority (+11.9%),Meta,Better in GM+,44
havana,D,winston,-8.11,-4.76,Niche (-4.8%),Deterrent,Even Across Ranks,43
havana,D,wreckingball,-3.63,-2.52,Niche (-2.5%),Deterrent,Better in Masters,42
havana,C,wuyang,-2.49,-1.43,Niche (-1.4%),Deterrent,Even Across Ranks,44
havana,C,zarya,-2.88,-0.75,Standard (-0.8%),Deterrent,Even Across Ranks,42
havana,S,zenyatta,4.52,11.1,Map Priority (+11.1%),Meta,Even Across Ranks,43
hollywood,A,ana,1.23,7.8,Map Priority (+7.8%),Favorable,Even Across Ranks,44
hollywood,C,anran,-1.47,-0.13,Standard (-0.1%),Unfavorable,Better in Masters,44
hollywood,B,ashe,0.63,4.36,Map Priority (+4.4%),Neutral,Even Across Ranks,44
hollywood,B,baptiste,-0.82,0.74,Standard (+0.7%),Neutral,Even Across Ranks,44
hollywood,C,bastion,-1.48,0.67,Standard (+0.7%),Unfavorable,Better in GM+,43
hollywood,C,brigitte,-1.89,-0.73,Standard (-0.7%),Deterrent,Even Across Ranks,43
hollywood,C,cassidy,-1.81,-1.5,Niche (-1.5%),Deterrent,Even Across Ranks,44
hollywood,D,dmon,-6.61,-0.13,Standard (-0.1%),Deterrent,Better in Masters,8
hollywood,B,domina,-0.1,0.31,Standard (+0.3%),Neutral,Even Across Ranks,44
hollywood,B,doomfist,-0.45,-0.54,Standard (-0.5%),Neutral,Better in Masters,43
hollywood,B,dva,-0.29,0.03,Standard (+0.0%),Neutral,Even Across Ranks,43
hollywood,C,echo,-2.13,0.37,Standard (+0.4%),Unfavorable,Better in Masters,44
hollywood,C,emre,-1.42,-0.19,Standard (-0.2%),Unfavorable,Even Across Ranks,44
hollywood,B,freja,-0.52,0.33,Standard (+0.3%),Neutral,Better in GM+,43
hollywood,B,genji,0.66,1.52,Popular (+1.5%),Neutral,Better in GM+,43
hollywood,A,hanzo,1.51,1.8,Popular (+1.8%),Meta,Better in GM+,44
hollywood,B,hazard,-0.75,-0.67,Standard (-0.7%),Neutral,Even Across Ranks,42
hollywood,C,illari,-2.32,1.01,Popular (+1.0%),Trap Pick,Even Across Ranks,44
hollywood,D,jetpackcat,-4.7,-1.01,Niche (-1.0%),Deterrent,Even Across Ranks,44
hollywood,D,junkerqueen,-4.73,-0.77,Standard (-0.8%),Deterrent,Better in GM+,39
hollywood,C,junkrat,-2.44,0.76,Standard (+0.8%),Unfavorable,Better in Masters,42
hollywood,D,juno,-3.42,-0.93,Standard (-0.9%),Deterrent,Even Across Ranks,44
hollywood,B,kiriko,-0.1,-5.0,Niche (-5.0%),Neutral,Better in GM+,44
hollywood,C,lifeweaver,-2.69,1.03,Popular (+1.0%),Trap Pick,Even Across Ranks,42
hollywood,D,lucio,-5.52,-3.59,Niche (-3.6%),Deterrent,Even Across Ranks,41
hollywood,D,mauga,-5.26,-1.16,Niche (-1.2%),Deterrent,Even Across Ranks,41
hollywood,C,mei,-2.53,0.6,Standard (+0.6%),Unfavorable,Better in GM+,43
hollywood,B,mercy,-0.44,1.27,Popular (+1.3%),Neutral,Better in GM+,43
hollywood,B,mizuki,-0.87,-0.94,Standard (-0.9%),Neutral,Even Across Ranks,44
hollywood,C,moira,-1.93,-0.95,Standard (-1.0%),Deterrent,Better in GM+,43
hollywood,C,orisa,-1.58,-0.27,Standard (-0.3%),Deterrent,Better in Masters,44
hollywood,B,pharah,-1.08,-0.25,Standard (-0.2%),Neutral,Even Across Ranks,42
hollywood,B,ramattra,-0.23,-0.48,Standard (-0.5%),Neutral,Even Across Ranks,44
hollywood,C,reaper,-2.79,-0.38,Standard (-0.4%),Deterrent,Even Across Ranks,44
hollywood,D,reinhardt,-8.66,-0.42,Standard (-0.4%),Deterrent,Better in Masters,43
hollywood,B,roadhog,-0.15,0.22,Standard (+0.2%),Neutral,Better in GM+,43
hollywood,C,shion,-1.51,-4.05,Niche (-4.1%),Deterrent,Better in Masters,20
hollywood,B,sierra,0.78,0.05,Standard (+0.1%),Neutral,Better in GM+,26
hollywood,D,sigma,-3.14,1.59,Popular (+1.6%),Trap Pick,Better in Masters,44
hollywood,D,sojourn,-4.15,-2.62,Niche (-2.6%),Deterrent,Better in Masters,44
hollywood,D,soldier76,-3.78,-2.05,Niche (-2.1%),Deterrent,Better in Masters,42
hollywood,A,sombra,2.95,-0.04,Standard (-0.0%),Specialist,Better in GM+,42
hollywood,D,symmetra,-5.02,-0.21,Standard (-0.2%),Deterrent,Even Across Ranks,43
hollywood,C,torbjorn,-2.25,0.94,Standard (+0.9%),Unfavorable,Better in Masters,43
hollywood,B,tracer,-0.45,-3.53,Niche (-3.5%),Neutral,Better in GM+,44
hollywood,D,vendetta,-4.47,-0.02,Standard (-0.0%),Deterrent,Even Across Ranks,38
hollywood,D,venture,-5.05,-0.35,Standard (-0.3%),Deterrent,Even Across Ranks,43
hollywood,C,widowmaker,-1.6,2.23,Popular (+2.2%),Trap Pick,Even Across Ranks,44
hollywood,B,winston,0.17,2.85,Popular (+2.9%),Neutral,Even Across Ranks,44
hollywood,C,wreckingball,-1.37,-1.03,Niche (-1.0%),Unfavorable,Even Across Ranks,42
hollywood,B,wuyang,-0.44,-0.5,Standard (-0.5%),Neutral,Even Across Ranks,44
hollywood,A,zarya,1.44,1.04,Popular (+1.0%),Favorable,Better in GM+,43
hollywood,B,zenyatta,-0.85,1.87,Popular (+1.9%),Neutral,Even Across Ranks,44
ilios,C,ana,-1.7,-7.56,Niche (-7.6%),Deterrent,Even Across Ranks,44
ilios,A,anran,1.3,0.53,Standard (+0.5%),Favorable,Even Across Ranks,41
ilios,B,ashe,-0.59,-4.18,Niche (-4.2%),Neutral,Better in GM+,43
ilios,B,baptiste,-1.05,-2.08,Niche (-2.1%),Neutral,Even Across Ranks,43
ilios,B,bastion,0.52,-1.52,Niche (-1.5%),Neutral,Even Across Ranks,41
ilios,B,brigitte,-1.14,3.09,Map Priority (+3.1%),Neutral,Better in Masters,44
ilios,B,cassidy,-0.34,5.64,Map Priority (+5.6%),Neutral,Even Across Ranks,44
ilios,B,dmon,-1.17,-0.71,Standard (-0.7%),Neutral,Better in Masters,8
ilios,D,domina,-5.93,-2.11,Niche (-2.1%),Deterrent,Better in Masters,39
ilios,B,doomfist,-0.26,0.96,Standard (+1.0%),Neutral,Even Across Ranks,44
ilios,B,dva,1.06,2.75,Popular (+2.7%),Neutral,Even Across Ranks,44
ilios,A,echo,2.25,5.74,Map Priority (+5.7%),Meta,Even Across Ranks,44
